dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
11X253,Bronx High School for Writing and Communication Arts,Bronx,9,12,10467,413,,"English Literature and Composition, Environmental Science, Spanish Language and Culture",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
11X265,Bronx Lab School,Bronx,9,12,10467,476,,Biology,,8:45 AM,5:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,9,12,10466,437,,"Biology, English Language and Composition, United States History",,8:00 AM,2:56 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)"
11X275,High School of Computers and Technology,Bronx,9,12,10467,556,CTE School,"English Language and Composition, English Literature and Composition, United States History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
11X288,Collegiate Institute for Math and Science,Bronx,9,12,10469,656,,"Calculus AB, Chemistry, English Literature and Composition, Physics B, Spanish Language and Culture, Spanish Literature and Culture, Studio Art: Drawing",,8:15 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)"
11X290,Bronx Academy of Health Careers,Bronx,9,12,10467,461,,English Language and Composition,,8:25 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
11X299,Astor Collegiate Academy,Bronx,9,12,10469,474,,"Biology, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics, United States History",,7:35 AM,3:55 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)"
11X418,Bronx High School for the Visual Arts,Bronx,9,12,10462,509,,"English Literature and Composition, Environmental Science, United States History",,8:15 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"2040 Antin Pl
Bronx, NY 10462
(40.851433485000484, -73.86501795899966)"
11X455,Harry S Truman High School,Bronx,9,12,10475,1911,,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Spanish Language and Culture, Statistics, Studio Art: 2-D Design, Studio Art: Drawing, United States History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,7,"750 Baychester Avenue
Bronx, NY 10475
(40.87413179800046, -73.83380451299968)"
11X508,Bronxdale High School,Bronx,9,12,10469,332,,"Biology, English Language and Composition, Macroeconomics, Microeconomics, United States History",,8:25 AM,3:55 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)"
11X509,High School of Language and Innovation,Bronx,9,12,10469,255,,Calculus AB,,8:25 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)"
11X513,New World High School,Bronx,9,12,10466,401,,"Calculus AB, French Language and Culture, Spanish Language and Culture","French Language and Culture, Spanish Language and Culture",8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)"
11X514,The Bronxwood Preparatory Academy,Bronx,9,12,10466,414,,"English Literature and Composition, United States History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)"
11X542,Pelham Preparatory Academy,Bronx,9,12,10469,480,,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History",Environmental Science,8:15 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"925 Astor Avenue
Bronx, NY 10469
(40.85969831600045, -73.86074140399967)"
11X544,High School for Contemporary Arts,Bronx,9,12,10467,518,,,,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
11X545,Bronx Aerospace High School,Bronx,9,12,10467,404,,"Calculus AB, United States History",,9:00 AM,5:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)"
12X242,Mott Hall V,Bronx,6,12,10472,651,,"English Literature and Composition, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1551 East 172Nd Street
Bronx, NY 10472
(40.831364532000464, -73.87834467499965)"
12X248,"Metropolitan High School, The",Bronx,9,12,10459,313,,"English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture",,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1180 Rev. J.A. Polite Ave.
Bronx, NY 10459
(40.82522606000049, -73.89394988899966)"
12X251,Explorations Academy,Bronx,9,12,10460,357,,"Biology, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1619 Boston Road
Bronx, NY 10460
(40.835937328000455, -73.89046769299966)"
12X267,Bronx Latin,Bronx,6,12,10456,523,,"Biology, Spanish Language and Culture, Statistics, United States History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 Home Street
Bronx, NY 10456
(40.82776397900045, -73.90038681299967)"
12X271,East Bronx Academy for the Future,Bronx,6,12,10460,609,,"English Language and Composition, Spanish Literature and Culture, United States Government and Politics, United States History",,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1716 Southern Boulevard
Bronx, NY 10460
(40.83695342600049, -73.88796175799968)"
12X278,Peace and Diversity Academy,Bronx,9,12,10459,189,,English Language and Composition,,8:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1180 Rev. J.A. Polite Ave.
Bronx, NY 10459
(40.82522606000049, -73.89394988899966)"
12X372,Urban Assembly School for Wildlife Conservation,Bronx,6,12,10460,552,,"Calculus AB, English Literature and Composition, Environmental Science, Studio Art: Drawing",,8:40 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2024 Mohegan Avenue
Bronx, NY 10460
(40.84403995800045, -73.88468697299965)"
12X388,Pan American International High School at Monroe,Bronx,9,12,10472,401,International School,"Spanish Language and Culture, Spanish Literature and Culture",,8:30 AM,5:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)"
12X478,THE CINEMA SCHOOL,Bronx,9,12,10472,318,,"Biology, Calculus AB, English Language and Composition, Macroeconomics, United States Government and Politics, United States History",,8:30 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1551 East 172Nd Street
Bronx, NY 10472
(40.831364532000464, -73.87834467499965)"
12X479,Bronx Career and College Preparatory High School,Bronx,9,12,10456,323,,,,8:00 AM,2:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"800 Home Street
Bronx, NY 10456
(40.82776397900045, -73.90038681299967)"
12X511,Bronx Envision Academy,Bronx,9,12,10460,239,,,,8:25 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1619 Boston Road
Bronx, NY 10460
(40.835937328000455, -73.89046769299966)"
12X521,The Metropolitan Soundview High School,Bronx,9,12,10472,316,,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Italian Language and Culture, Spanish Language and Culture, United States Government and Politics",,8:30 AM,3:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)"
12X550,High School of World Cultures,Bronx,9,12,10472,388,,"Biology, Calculus AB, Spanish Language and Culture, World History",,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Dual Language: Spanish,Functionally Accessible,1,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)"
12X682,Fannie Lou Hamer Freedom High School,Bronx,9,12,10460,493,Consortium School,"English Language and Composition, Spanish Language and Culture, United States History",,8:45 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1021 Jennings Street
Bronx, NY 10460
(40.83080715400047, -73.88602131599964)"
12X684,Wings Academy,Bronx,9,12,10460,534,,"Biology, Calculus AB, English Language and Composition, United States History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"1122 East 180 Street
Bronx, NY 10460
(40.84180522100047, -73.87541771299965)"
